Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP002551,Male,Yes,3+,Not Graduate,,3634,910,176,360,0,Semiurban,N
LP002554,Male,No,0,Graduate,No,2166,2057,122,360,1,Semiurban,N
LP002561,Male,Yes,0,Graduate,No,5000,0,126,360,1,Rural,Y
LP002566,Female,No,0,Graduate,No,5530,0,135,360,,Urban,Y
LP002568,Male,No,0,Not Graduate,No,9000,0,122,360,1,Rural,Y
LP002570,Female,Yes,2,Graduate,No,10000,11666,460,360,1,Urban,N
LP002572,Male,Yes,1,Graduate,,8750,0,297,360,1,Urban,Y
LP002581,Male,Yes,0,Not Graduate,No,2157,2730,140,360,,Rural,N
LP002584,Male,No,0,Graduate,,1972,4347,106,360,1,Rural,Y
LP002592,Male,No,0,Graduate,No,4983,0,141,360,1,Urban,Y
LP002593,Male,Yes,1,Graduate,No,8333,4000,,360,1,Urban,Y
LP002599,Male,Yes,0,Graduate,No,3667,2000,170,360,1,Semiurban,Y
LP002604,Male,Yes,2,Graduate,No,3166,2833,145,360,1,Urban,N
LP002605,Male,No,0,Not Graduate,No,3271,0,90,360,1,Rural,Y
LP002609,Female,Yes,0,Graduate,No,2241,2000,88,360,0,Urban,N
LP002610,Male,Yes,1,Not Graduate,,1792,2565,128,360,1,Urban,Y
LP002612,Female,Yes,0,Graduate,No,2666,0,84,480,1,Semiurban,Y
LP002614,,No,0,Graduate,No,6478,0,108,360,1,Semiurban,Y
LP002630,Male,No,0,Not Graduate,,3808,0,83,360,1,Rural,Y
LP002635,Female,Yes,2,Not Graduate,No,3729,0,117,360,1,Semiurban,N
LP002639,Male,Yes,2,Graduate,No,4120,0,128,360,1,Rural,N
LP002644,Male,Yes,1,Graduate,Yes,7500,0,75,360,1,Urban,N
LP002651,Male,Yes,1,Graduate,,6300,0,125,360,0,Urban,N
LP002654,Female,No,,Graduate,Yes,14987,0,177,360,1,Rural,Y
LP002657,,Yes,1,Not Graduate,Yes,570,2125,68,360,1,Rural,Y
LP002711,Male,Yes,0,Graduate,No,2600,700,96,360,1,Semiurban,Y
LP002781,Male,No,0,Graduate,No,3083,2738,120,360,1,Urban,N
LP002782,Male,Yes,1,Graduate,No,2667,1542,148,360,1,Rural,Y
LP002786,Female,Yes,0,Not Graduate,No,1647,1762,181,360,1,Urban,Y
LP002790,Male,Yes,3+,Graduate,No,3400,0,80,120,1,Urban,Y
LP002791,Male,No,1,Graduate,,16000,5000,40,360,1,Semiurban,Y
LP002793,Male,Yes,0,Graduate,No,5333,0,90,360,1,Rural,Y
LP002802,Male,No,0,Graduate,No,2875,2416,95,6,0,Semiurban,N
LP002803,Male,Yes,1,Not Graduate,,2600,618,122,360,1,Semiurban,Y
LP002805,Male,Yes,2,Graduate,No,5041,700,150,360,1,Urban,Y
LP002806,Male,Yes,3+,Graduate,Yes,6958,1411,150,360,1,Rural,N
LP002816,Male,Yes,1,Graduate,No,3500,1658,104,360,,Semiurban,Y
LP002823,Male,Yes,0,Graduate,No,5509,0,143,360,1,Rural,Y
LP002825,Male,Yes,3+,Graduate,No,9699,0,300,360,1,Urban,Y
LP002826,Female,Yes,1,Not Graduate,No,3621,2717,171,360,1,Urban,Y
LP002843,Female,Yes,0,Graduate,No,4709,0,113,360,1,Semiurban,Y
LP002849,Male,Yes,0,Graduate,No,1516,1951,35,360,1,Semiurban,Y
LP002850,Male,No,2,Graduate,No,2400,0,46,360,1,Urban,Y
LP002853,Female,No,0,Not Graduate,No,3015,2000,145,360,,Urban,Y
LP002858,Female,No,0,Graduate,No,4333,2333,162,360,0,Rural,N
LP002860,Male,Yes,0,Graduate,Yes,2623,4831,122,180,1,Semiurban,N
LP002867,Male,No,0,Graduate,Yes,3972,4275,187,360,1,Rural,N
LP002869,Male,Yes,3+,Not Graduate,No,3522,0,81,180,1,Rural,Y
LP002870,Male,Yes,1,Graduate,No,4700,0,80,360,1,Urban,Y
LP002876,Male,No,0,Graduate,No,6858,0,176,360,1,Rural,Y
LP002878,Male,Yes,3+,Graduate,No,8334,0,260,360,1,Urban,Y
LP002879,Male,Yes,0,Graduate,No,3391,1966,133,360,0,Rural,N
LP002885,Male,No,0,Not Graduate,No,2868,0,70,360,1,Urban,Y
LP002891,Male,Yes,0,Graduate,Yes,2500,296,137,300,1,Rural,Y
LP002899,Male,Yes,2,Graduate,No,8667,0,254,360,1,Rural,Y
LP002907,Male,Yes,0,Graduate,No,5817,910,109,360,1,Urban,Y
LP002921,Male,Yes,3+,Not Graduate,No,5316,187,158,180,0,Semiurban,N
LP002932,Male,Yes,3+,Graduate,No,7603,1213,197,360,1,Urban,Y
LP002935,Male,Yes,1,Graduate,No,3791,1936,85,360,1,Urban,Y
LP002952,Male,No,0,Graduate,No,2500,0,60,360,1,Urban,N
LP002954,Male,Yes,2,Not Graduate,No,3132,0,76,360,,Rural,N
LP002962,Male,No,0,Graduate,No,4000,2667,152,360,1,Semiurban,Y
LP002965,Female,Yes,0,Graduate,No,8550,4255,96,360,,Urban,N
LP002969,Male,Yes,1,Graduate,No,2269,2167,99,360,1,Semiurban,Y
LP002975,Male,Yes,0,Graduate,No,4158,709,115,360,1,Urban,Y
LP002980,Male,No,0,Graduate,No,3250,1993,126,360,,Semiurban,Y
LP002986,Male,Yes,0,Graduate,No,5000,2393,158,360,1,Rural,N
LP002989,Male,No,0,Graduate,Yes,9200,0,98,180,1,Rural,N
LP002990,Female,No,0,Graduate,Yes,7000,0,160,300,0,Urban,N
LP002991,Male,Yes,2,Not Graduate,No,3418,1380,135,360,1,Urban,Y
LP002992,Male,Yes,0,Graduate,Yes,2500,296,137,300,1,Rural,N
LP002993,Male,Yes,2,Graduate,No,8667,0,254,360,1,Rural,Y
LP002994,Male,No,0,Graduate,No,2283,15000,106,360,0,Rural,N
LP003000,Male,Yes,1,Not Graduate,Yes,10439,0,24239,,0,URBAN,N
LP003052,Male,Yes,4,Graduate,No,11082,0,17678,,0,URBAN,N
LP003592,Female,No,0,Not Graduate,Yes,7121,1046,13110,,1,SEMIURBAN,Y
LP003302,Female,No,0,Graduate,No,11653,0,10439,180,1,SEMIURBAN,Y
LP002382,Male,No,4,Not Graduate,Yes,12210,0,22133,180,1,RURAL,Y
LP004425,Male,Yes,0,Not Graduate,Yes,11003,0,6716,360,,RURAL,Y
LP006029,Female,Yes,4,Graduate,Yes,9049,0,22113,180,,SEMIURBAN,Y
LP003938,Female,No,5,Graduate,No,8610,3481,2722,240,,SEMIURBAN,Y
LP001202,Male,No,1,Not Graduate,Yes,1765,0,24622,240,1,SEMIURBAN,Y
LP006799,Female,Yes,0,Graduate,Yes,1860,161,18004,180,1,URBAN,Y
LP005439,Female,Yes,2,Graduate,Yes,9649,0,16462,180,0,RURAL,N
LP003078,Male,No,1,Not Graduate,Yes,2290,0,4564,240,0,SEMIURBAN,N
LP003721,Male,No,0,Graduate,Yes,12512,6915,16594,240,0,RURAL,N
LP005671,Female,Yes,3,Not Graduate,No,10607,0,20939,360,1,URBAN,N
LP001976,Male,No,2,Not Graduate,No,8073,0,19286,360,1,SEMIURBAN,N
LP005553,Male,No,0,Graduate,No,4217,0,18087,240,1,RURAL,Y
LP004104,Male,Yes,3,Graduate,Yes,10676,2349,8495,360,0,RURAL,N
LP003909,Male,No,5,Graduate,Yes,5790,0,13774,360,0,SEMIURBAN,N
LP002731,Female,Yes,2,Graduate,Yes,9662,0,21537,180,0,RURAL,N
LP001556,Female,No,5,Not Graduate,Yes,4155,0,19026,360,1,RURAL,Y
LP002319,Female,Yes,4,Not Graduate,No,12618,0,22736,180,0,RURAL,N
LP003274,Male,No,1,Not Graduate,Yes,8647,0,821,240,1,RURAL,N
LP004245,Male,No,5,Not Graduate,Yes,10752,0,16883,360,0,RURAL,N
LP001354,Male,Yes,1,Not Graduate,No,5768,0,13845,180,1,SEMIURBAN,N
LP004868,Female,No,1,Not Graduate,No,2795,0,13940,360,0,,N
LP006836,Female,No,1,Graduate,Yes,5042,3668,6641,240,1,,N
LP002694,Male,No,3,Not Graduate,No,9976,0,14192,360,0,,N
LP002255,Male,Yes,5,Not Graduate,No,9629,0,17413,180,1,,N
LP002381,Male,Yes,0,Graduate,Yes,10513,0,16759,180,0,URBAN,N
LP004841,Female,No,1,Not Graduate,Yes,3812,4454,4085,360,0,SEMIURBAN,N
LP005216,Male,Yes,1,Not Graduate,Yes,11583,6488,10725,180,1,RURAL,N
LP005366,Male,Yes,2,Graduate,Yes,12477,0,2548,360,1,RURAL,Y
LP006363,Female,No,4,Not Graduate,No,10535,0,11364,240,1,RURAL,Y
LP005625,Female,No,0,Not Graduate,No,7341,1050,9600,240,0,SEMIURBAN,N
LP003665,Female,No,5,Not Graduate,No,8848,0,23619,360,0,RURAL,N
LP005393,Female,No,3,Not Graduate,Yes,5285,0,2988,360,1,RURAL,Y
LP004393,Female,No,5,Graduate,No,9216,0,12351,240,0,URBAN,N
LP002562,Male,No,2,Not Graduate,No,5364,0,14608,360,0,SEMIURBAN,N
LP002359,Male,Yes,3,Not Graduate,Yes,12118,0,19922,360,1,RURAL,Y
LP005281,Male,Yes,4,Graduate,Yes,6713,0,12069,180,1,URBAN,Y
LP004576,Female,Yes,0,Graduate,Yes,11832,0,17432,240,1,SEMIURBAN,Y
LP002214,Male,No,0,Not Graduate,Yes,7379,0,22723,360,1,RURAL,N
LP001810,Male,No,4,Not Graduate,Yes,8902,0,2746,360,0,URBAN,N
LP007073,Female,Yes,1,Not Graduate,No,12056,0,21083,240,0,RURAL,N
LP005297,Male,No,2,Graduate,No,7844,0,11210,360,1,RURAL,Y
LP006992,Male,No,1,Not Graduate,No,4130,0,13206,360,1,SEMIURBAN,Y
LP004589,Male,No,0,Not Graduate,No,3308,0,20748,180,0,URBAN,N
LP003793,Male,Yes,3,Not Graduate,No,6529,0,3048,180,1,SEMIURBAN,N
LP004426,Male,No,5,Not Graduate,Yes,2711,0,5825,180,0,SEMIURBAN,N
LP006938,Male,Yes,0,Not Graduate,No,8612,0,9984,180,1,SEMIURBAN,Y
LP005446,Male,No,1,Graduate,Yes,6313,0,22964,360,0,RURAL,N
LP005640,Female,Yes,1,Graduate,Yes,3877,0,12632,240,1,RURAL,Y
LP004736,Female,No,1,Not Graduate,Yes,8226,0,5329,240,0,SEMIURBAN,N
LP007076,Female,No,1,Not Graduate,Yes,10743,0,18667,240,0,RURAL,N
LP003363,Male,Yes,3,Graduate,Yes,1788,6335,13270,240,1,SEMIURBAN,Y
LP001614,Male,No,5,Graduate,No,7804,0,20854,180,1,URBAN,N
LP003467,Male,No,3,Graduate,No,6409,0,4405,360,0,URBAN,N
LP003011,Female,Yes,0,Graduate,Yes,7408,7494,6531,360,0,URBAN,N
LP006080,Female,No,0,Graduate,No,4581,0,23082,180,1,SEMIURBAN,N
LP003119,Male,Yes,0,Graduate,No,4970,0,2007,360,1,URBAN,Y
LP005904,Female,No,0,Graduate,Yes,6505,0,20817,240,0,SEMIURBAN,N
LP005784,Female,No,0,Graduate,Yes,6212,0,24136,240,1,RURAL,N
LP004666,Female,No,3,Graduate,No,12435,0,15552,240,1,SEMIURBAN,Y
LP003251,Female,Yes,0,Not Graduate,No,10940,0,20729,360,0,SEMIURBAN,N
LP002273,Male,No,1,Graduate,Yes,6818,0,21302,180,0,URBAN,N
LP007211,Female,Yes,1,Graduate,Yes,4013,0,2893,240,1,SEMIURBAN,Y
LP004442,Male,Yes,1,Not Graduate,No,2189,0,11549,360,0,URBAN,N
LP005589,Female,No,4,Graduate,No,6737,7306,8441,360,0,URBAN,N
LP002084,Female,No,0,Graduate,Yes,8133,7287,21108,360,1,RURAL,Y
LP003775,Male,Yes,0,Not Graduate,Yes,1633,0,964,240,0,URBAN,N
LP007287,Male,No,1,Graduate,No,7520,0,12009,180,1,SEMIURBAN,N
LP002588,Male,No,1,Not Graduate,No,10486,2865,23311,180,1,URBAN,Y
LP004033,Male,No,1,Not Graduate,Yes,8918,0,18263,180,0,URBAN,N
LP002109,Female,Yes,1,Graduate,Yes,12616,0,9160,240,0,SEMIURBAN,N
LP004191,Male,Yes,2,Not Graduate,Yes,10810,0,4534,360,0,RURAL,N
LP007396,Male,Yes,5,Not Graduate,Yes,12468,2237,17048,360,1,SEMIURBAN,Y
LP003392,Male,Yes,0,Graduate,No,11805,0,8814,180,0,URBAN,N
LP003128,Female,No,4,Not Graduate,Yes,10595,0,12638,180,1,URBAN,Y
LP004319,Female,No,2,Graduate,No,11961,0,4178,240,1,SEMIURBAN,N
LP002831,Female,No,5,Not Graduate,Yes,8656,0,12438,360,0,URBAN,N
LP002928,Male,Yes,0,Not Graduate,No,1612,0,17711,240,1,SEMIURBAN,Y
LP003203,Female,No,3,Not Graduate,Yes,4703,0,5125,360,0,SEMIURBAN,N
LP007209,Male,Yes,3,Graduate,Yes,5669,0,875,360,1,URBAN,N
LP003116,Male,No,1,Not Graduate,Yes,8849,0,13073,360,1,RURAL,N
LP004441,Female,Yes,1,Not Graduate,No,2808,6964,305,180,1,RURAL,Y
LP004086,Female,Yes,1,Graduate,Yes,2824,0,23801,180,1,URBAN,N
LP002001,Female,No,1,Graduate,No,7469,0,1472,240,0,URBAN,N
LP004435,Male,Yes,0,Not Graduate,Yes,3198,0,13477,360,0,SEMIURBAN,N
LP003227,Female,No,1,Not Graduate,Yes,2645,0,10452,180,1,URBAN,Y
LP004890,Female,Yes,1,Graduate,Yes,2057,0,17934,360,1,SEMIURBAN,Y
LP002052,Male,No,0,Not Graduate,Yes,9865,0,574,180,1,RURAL,N
LP003889,Female,No,4,Graduate,Yes,2880,0,23558,360,1,RURAL,Y
LP005860,Male,Yes,0,Not Graduate,No,2599,0,4486,360,0,URBAN,N
LP007270,Female,Yes,0,Not Graduate,Yes,7222,0,309,240,1,URBAN,Y
LP004223,Female,No,0,Not Graduate,No,1699,4222,6894,180,0,URBAN,N
LP006235,Female,Yes,0,Graduate,Yes,5437,0,4170,240,1,URBAN,Y
LP003071,Female,Yes,5,Graduate,No,4491,0,17102,360,1,RURAL,N
LP004628,Male,Yes,1,Not Graduate,No,5650,0,4525,240,0,SEMIURBAN,N
LP006296,Male,Yes,5,Graduate,Yes,7889,0,7942,360,1,URBAN,Y
LP002303,Male,Yes,1,Graduate,Yes,1512,0,5527,240,0,URBAN,N
LP002226,Male,No,2,Not Graduate,No,7798,0,5903,180,1,SEMIURBAN,N
LP004523,Female,No,0,Graduate,Yes,10734,5485,24346,360,0,RURAL,N
LP003829,Male,Yes,1,Graduate,Yes,1669,0,1547,360,1,SEMIURBAN,Y
LP005956,Female,Yes,5,Graduate,No,12709,5335,8843,240,1,URBAN,N
LP004163,Female,No,3,Graduate,Yes,10604,0,19367,360,1,RURAL,Y
LP005056,Male,No,3,Graduate,No,4605,0,8199,180,1,URBAN,Y
LP002281,Male,Yes,0,Graduate,Yes,5686,0,9386,180,0,SEMIURBAN,N
LP002564,Female,Yes,1,Not Graduate,No,10752,0,20716,180,1,RURAL,Y
LP007640,Male,Yes,2,Graduate,No,10498,9878,18474,180,1,URBAN,Y
LP006583,Male,No,5,Graduate,Yes,7898,3609,20552,240,1,URBAN,N
LP006196,Male,No,1,Graduate,Yes,8679,0,17071,360,1,SEMIURBAN,N
LP006362,Female,Yes,3,Graduate,Yes,6235,0,18638,240,0,RURAL,N
LP007447,Male,Yes,0,Graduate,No,2484,0,2332,240,1,URBAN,Y
LP005098,Female,No,0,Graduate,Yes,3339,1568,6251,240,0,URBAN,N
LP005363,Male,No,1,Not Graduate,Yes,2244,5246,21967,180,0,SEMIURBAN,N
LP004937,Male,Yes,1,Graduate,No,11075,0,9479,180,1,RURAL,N
LP006633,Female,No,0,Graduate,Yes,3160,8206,11333,180,1,SEMIURBAN,Y
LP005541,Male,No,3,Not Graduate,No,11708,0,24413,360,0,URBAN,N
LP002936,Female,Yes,2,Graduate,No,2705,0,22810,180,1,RURAL,Y
LP002132,Female,No,0,Graduate,No,4863,0,5393,240,0,RURAL,N
LP003111,Female,No,1,Graduate,No,2234,0,23832,360,1,URBAN,Y
LP002211,Male,No,1,Graduate,Yes,7844,960,6518,180,0,RURAL,N
LP004301,Male,Yes,5,Graduate,No,7059,0,14643,360,0,SEMIURBAN,N
LP003658,Male,Yes,1,Graduate,No,1629,3911,16464,240,0,URBAN,N
LP005558,Female,No,1,Not Graduate,No,11208,5136,584,180,0,URBAN,N
LP005945,Female,No,0,Graduate,Yes,5505,0,8255,240,1,URBAN,Y
LP007345,Male,Yes,3,Not Graduate,Yes,6530,0,3946,360,0,URBAN,N
LP002702,Male,Yes,5,Graduate,Yes,10091,0,13948,180,1,RURAL,Y
LP003797,Female,Yes,0,Not Graduate,Yes,5111,0,17961,240,1,RURAL,Y
LP002209,Female,No,1,Not Graduate,Yes,3374,0,6670,240,0,SEMIURBAN,N
LP007111,Female,No,0,Not Graduate,No,3653,4267,22822,180,0,SEMIURBAN,N
LP002865,Male,No,0,Not Graduate,No,11303,0,12847,360,0,SEMIURBAN,N
LP005334,Male,No,1,Graduate,No,4206,0,23798,180,1,URBAN,Y
LP007652,Female,Yes,0,Not Graduate,No,1524,0,8161,240,1,URBAN,N
LP005114,Male,No,2,Not Graduate,Yes,8216,0,9907,240,0,URBAN,N
LP004780,Female,Yes,1,Graduate,No,10911,0,23709,360,0,SEMIURBAN,N
LP003607,Female,Yes,0,Graduate,Yes,4830,236,23360,240,1,SEMIURBAN,Y
LP003007,Male,No,2,Graduate,Yes,8016,0,11333,180,1,SEMIURBAN,N
LP003501,Male,Yes,0,Not Graduate,Yes,12845,0,8761,180,1,RURAL,Y
LP003381,Male,Yes,0,Graduate,Yes,3917,0,8943,180,0,SEMIURBAN,N
LP002196,Female,No,0,Not Graduate,Yes,10168,0,23484,180,0,RURAL,N
LP006912,Female,No,1,Graduate,No,1559,0,17805,360,1,SEMIURBAN,Y
LP006908,Female,No,3,Not Graduate,No,5151,5478,17994,180,0,URBAN,N
LP007440,Male,No,0,Graduate,No,10364,0,22892,360,0,RURAL,N
LP003746,Female,No,1,Not Graduate,Yes,12832,3275,5162,360,1,SEMIURBAN,Y
LP005072,Female,No,5,Graduate,Yes,6244,0,5320,180,0,RURAL,N
LP004382,Male,No,1,Not Graduate,Yes,3964,0,10908,240,1,SEMIURBAN,Y
LP005930,Female,No,3,Graduate,No,10281,1060,23580,360,1,URBAN,Y
LP006037,Male,Yes,3,Not Graduate,No,6706,0,24313,360,0,SEMIURBAN,N
LP005821,Female,No,3,Not Graduate,No,11811,0,10604,360,0,URBAN,N
LP006134,Male,Yes,4,Graduate,No,4321,0,4772,240,0,RURAL,N
LP004450,Male,No,0,Not Graduate,No,7761,0,2059,180,1,SEMIURBAN,N
LP007372,Female,No,0,Graduate,Yes,9354,0,8334,240,1,URBAN,N
LP004020,Female,Yes,0,Not Graduate,No,7589,0,17286,360,1,RURAL,Y
LP004107,Male,No,4,Not Graduate,No,3187,9866,4994,180,0,URBAN,N
LP002393,Female,No,0,Not Graduate,Yes,11610,0,23626,360,0,URBAN,N
LP003248,Female,Yes,2,Not Graduate,Yes,4331,0,11786,360,1,RURAL,N
LP002982,Female,Yes,4,Graduate,Yes,10282,0,3150,360,0,RURAL,N
LP002459,Male,No,2,Not Graduate,Yes,2609,0,17949,180,0,SEMIURBAN,N
LP007862,Male,No,0,Graduate,Yes,9719,0,10095,240,0,SEMIURBAN,N
LP003269,Male,Yes,1,Graduate,Yes,11388,0,16987,240,1,SEMIURBAN,Y
LP004805,Male,No,1,Not Graduate,Yes,7440,0,12041,240,0,RURAL,N
LP003535,Female,Yes,0,Graduate,No,11823,0,14873,180,0,URBAN,N
LP006840,Female,No,1,Graduate,Yes,4766,5517,21890,180,1,RURAL,Y
LP003387,Female,No,1,Graduate,Yes,12473,0,21950,360,0,URBAN,N
LP006500,Male,Yes,2,Not Graduate,No,7850,0,18246,240,0,RURAL,N
LP004194,Male,No,3,Graduate,Yes,5780,0,11424,360,0,RURAL,N
LP003945,Male,No,0,Not Graduate,Yes,6303,0,12952,360,0,RURAL,N
LP002246,Male,Yes,1,Graduate,No,4934,0,18932,360,1,URBAN,Y
LP005758,Female,No,0,Graduate,Yes,4116,0,13033,180,1,RURAL,Y
LP002295,Male,No,0,Not Graduate,No,1518,0,23507,180,1,URBAN,N
LP007383,Male,Yes,1,Not Graduate,Yes,5723,0,24905,240,0,SEMIURBAN,N
LP003201,Female,No,5,Graduate,No,8701,3861,18930,240,0,URBAN,N
LP002541,Female,Yes,1,Graduate,Yes,3454,0,15417,360,0,URBAN,N
LP007183,Female,No,0,Graduate,Yes,12831,0,22430,240,1,SEMIURBAN,Y
LP004782,Female,No,0,Not Graduate,Yes,3452,0,7207,180,0,RURAL,N
LP004402,Male,Yes,0,Graduate,Yes,6160,3160,24234,240,1,RURAL,N
LP005683,Male,Yes,1,Not Graduate,No,9782,8776,9945,240,0,URBAN,N
LP002590,Male,Yes,0,Graduate,No,10044,0,14563,180,0,URBAN,N
LP005764,Male,No,1,Not Graduate,No,2528,0,5314,360,0,RURAL,N
LP004670,Male,No,3,Graduate,No,2343,0,23127,240,1,RURAL,Y
LP007133,Female,No,4,Graduate,Yes,9187,0,24167,360,1,URBAN,Y
LP002690,Female,No,5,Not Graduate,No,10669,0,4102,240,1,SEMIURBAN,Y
LP006200,Female,Yes,0,Graduate,No,1766,0,4006,180,1,URBAN,Y
LP002290,Female,No,1,Not Graduate,Yes,8704,0,23036,240,0,URBAN,N
LP007123,Male,Yes,5,Graduate,Yes,2385,1515,16444,240,0,SEMIURBAN,N
LP004817,Female,No,4,Not Graduate,Yes,2002,0,23455,180,1,SEMIURBAN,Y
LP005980,Male,No,0,Graduate,No,5937,9521,19103,360,0,RURAL,N
LP003182,Female,Yes,0,Not Graduate,Yes,11907,0,3175,240,1,RURAL,Y
LP002591,Female,No,1,Graduate,No,6834,8673,9886,180,1,URBAN,Y
LP007938,Female,Yes,5,Graduate,Yes,6879,3382,18081,360,0,RURAL,N
LP005089,Female,No,4,Not Graduate,Yes,10049,0,16730,360,0,SEMIURBAN,N
LP007449,Male,No,1,Not Graduate,Yes,2600,0,4797,360,1,SEMIURBAN,N
LP005858,Male,Yes,1,Graduate,No,8243,6228,24084,180,0,URBAN,N
LP007871,Female,Yes,3,Graduate,No,2029,0,20670,360,1,URBAN,Y
LP005517,Male,Yes,1,Graduate,No,4086,1656,13167,360,0,SEMIURBAN,N
LP007218,Male,Yes,4,Graduate,Yes,9063,6540,18695,240,1,RURAL,Y
LP002688,Female,Yes,2,Not Graduate,No,9164,0,15163,240,0,SEMIURBAN,N
LP004946,Female,Yes,3,Not Graduate,No,7768,0,5666,240,1,URBAN,Y
LP007655,Female,No,1,Graduate,Yes,7070,0,18790,180,0,RURAL,N
LP003054,Female,No,0,Graduate,No,10408,1525,13553,360,0,RURAL,N
LP008090,Male,No,0,Graduate,No,1930,0,9173,240,0,URBAN,N
LP005757,Female,Yes,0,Not Graduate,No,7201,0,8686,180,0,URBAN,N
LP003818,Female,Yes,0,Graduate,No,7824,6700,14838,180,0,RURAL,N
LP005249,Female,Yes,3,Graduate,Yes,9933,0,5467,360,1,RURAL,N
LP007365,Male,No,2,Not Graduate,No,10772,0,2785,240,1,RURAL,N
LP007726,Female,Yes,0,Not Graduate,Yes,12791,4006,20819,240,0,URBAN,N
LP003871,Male,No,4,Graduate,No,11041,0,23399,180,1,SEMIURBAN,Y
LP004935,Male,No,4,Not Graduate,Yes,6529,9274,12178,240,0,URBAN,N
LP004540,Male,Yes,3,Not Graduate,Yes,2937,0,17463,240,0,SEMIURBAN,N
LP007010,Male,No,0,Not Graduate,No,2767,0,21081,360,1,SEMIURBAN,Y
LP006575,Female,No,1,Not Graduate,No,9043,0,2788,180,0,URBAN,N
LP005731,Male,Yes,1,Graduate,Yes,11910,0,23580,240,0,URBAN,N
LP004898,Male,No,5,Not Graduate,No,11714,0,17010,180,1,URBAN,Y
LP006553,Female,Yes,3,Graduate,No,4924,0,15833,240,0,URBAN,N
LP003423,Female,Yes,4,Not Graduate,Yes,11215,0,1459,240,1,SEMIURBAN,Y
LP002451,Male,No,5,Graduate,No,2962,0,8388,240,0,URBAN,N
LP004024,Male,Yes,1,Graduate,Yes,3835,0,4969,360,1,RURAL,N
LP003922,Male,Yes,1,Graduate,Yes,11055,0,12965,180,0,SEMIURBAN,N
LP006536,Female,No,0,Not Graduate,No,4682,6445,14503,240,1,RURAL,N
LP002813,Male,Yes,4,Graduate,No,5138,9303,6202,180,0,URBAN,N
LP007498,Female,Yes,4,Not Graduate,No,8629,4644,21580,360,0,RURAL,N
LP008146,Female,Yes,1,Graduate,No,5611,3395,23209,180,0,RURAL,N
LP006191,Male,Yes,0,Not Graduate,No,10370,0,642,360,1,SEMIURBAN,N
LP004799,Male,Yes,3,Graduate,Yes,5301,0,12530,180,0,RURAL,N
LP005370,Male,Yes,1,Not Graduate,No,11613,0,4829,240,1,RURAL,Y
LP008023,Male,No,1,Not Graduate,Yes,5657,0,17165,180,0,SEMIURBAN,N
LP007666,Female,Yes,3,Graduate,Yes,10997,0,21828,240,0,SEMIURBAN,N
LP005112,Female,No,1,Graduate,No,12325,0,8014,360,0,SEMIURBAN,N
LP005999,Male,Yes,3,Not Graduate,Yes,5708,0,6120,180,0,SEMIURBAN,N
LP007378,Female,No,2,Graduate,No,8605,0,18962,240,1,URBAN,Y
LP007899,Male,Yes,4,Not Graduate,No,10495,0,6850,240,1,RURAL,N
LP008280,Male,Yes,0,Not Graduate,No,5768,0,3775,240,0,URBAN,N
LP004877,Male,No,1,Not Graduate,Yes,11995,0,24170,180,0,SEMIURBAN,N
LP008103,Male,Yes,5,Graduate,Yes,10263,0,756,360,1,SEMIURBAN,N
LP007422,Male,No,1,Graduate,Yes,6921,0,7070,360,0,URBAN,N
LP006624,Male,No,0,Not Graduate,No,4590,0,8470,360,1,RURAL,Y
LP003629,Male,No,3,Graduate,No,4885,2758,22131,360,0,URBAN,N
LP005199,Female,No,0,Not Graduate,No,10320,0,20443,180,0,SEMIURBAN,N
LP003473,Male,No,3,Graduate,No,6729,0,16973,180,1,RURAL,N
LP004657,Female,Yes,1,Not Graduate,No,9571,0,23946,180,1,SEMIURBAN,N
LP006898,Female,No,0,Not Graduate,Yes,2882,0,13552,240,1,URBAN,N
LP003513,Female,No,1,Not Graduate,Yes,1881,0,19210,360,1,SEMIURBAN,N
LP004156,Female,Yes,0,Not Graduate,Yes,10847,0,2957,180,1,SEMIURBAN,N
LP005961,Female,Yes,1,Not Graduate,Yes,10462,0,10134,240,0,RURAL,N
LP006436,Male,No,2,Not Graduate,No,10436,0,17172,180,1,RURAL,Y
LP008131,Female,No,3,Graduate,No,12547,0,22336,360,0,RURAL,N
LP002626,Female,No,3,Graduate,Yes,6837,0,23746,360,1,URBAN,Y
LP006239,Male,No,0,Not Graduate,Yes,4174,0,9269,360,1,URBAN,Y
LP004389,Male,No,2,Not Graduate,Yes,11957,9801,12013,180,0,SEMIURBAN,N
LP002734,Female,Yes,0,Graduate,Yes,8573,0,4166,240,1,RURAL,Y
LP003184,Male,Yes,0,Graduate,Yes,4153,0,19593,240,1,SEMIURBAN,Y
LP005609,Female,Yes,0,Not Graduate,Yes,8242,0,6486,180,0,RURAL,N
LP007763,Male,Yes,2,Graduate,No,2203,0,18210,240,1,SEMIURBAN,Y
LP005268,Female,No,0,Graduate,No,2840,0,5987,180,1,SEMIURBAN,Y
LP005430,Female,Yes,5,Not Graduate,No,3585,0,16997,240,1,SEMIURBAN,Y
LP007427,Female,Yes,4,Not Graduate,Yes,9430,0,10590,180,0,URBAN,N
LP003051,Female,Yes,3,Graduate,No,10096,0,6869,360,0,RURAL,N
